transaction_id,user_id,timestamp,amount,merchant_category,location,device_id,transaction_type,avg_user_amount,transaction_frequency,time_since_last_txn,is_foreign_transaction,is_high_risk_merchant,fraud_label
T2173,U1254,2026-04-02 15:50:37.195235,114,food,UK,D7,credit,466,6,112,0,0,0
T2174,U1023,2026-03-02 14:09:37.195257,282,luxury,UAE,D27,credit,209,9,42,0,1,0
T2175,U1911,2026-03-08 04:23:37.195280,1021,groceries,Canada,D28,credit,778,18,76,1,0,0
T2176,U1602,2026-03-04 07:51:37.195313,1600,jewelry,India,D48,credit,907,3,16,1,1,1
T2177,U1354,2026-03-27 18:19:37.195336,430,subscriptions,UK,D46,debit,459,3,109,1,0,1
T2178,U1299,2026-03-17 14:07:37.195357,161,luxury,UAE,D44,debit,120,4,86,1,1,0
T2179,U1693,2026-03-23 04:11:37.195376,2260,electronics,UK,D4,credit,1678,4,100,0,1,0
T2180,U1255,2026-03-21 06:50:37.195398,574,food,Germany,D21,credit,1264,5,80,1,0,1
T2181,U1143,2026-03-17 14:27:37.195408,73,groceries,UK,D15,credit,772,8,79,1,0,0
T2182,U1951,2026-03-09 23:24:37.195418,1111,subscriptions,Canada,D45,credit,1591,13,64,1,0,1
T2183,U1668,2026-03-14 23:13:37.195428,1002,subscriptions,Canada,D35,debit,1527,9,39,0,0,0
T2184,U1586,2026-03-17 19:20:37.195439,121,jewelry,Canada,D21,credit,1098,4,18,1,1,1
T2185,U1848,2026-03-26 12:12:37.195450,27,travel,USA,D4,credit,199,8,20,1,0,1
T2186,U1790,2026-03-12 16:45:37.195460,10,subscriptions,Canada,D19,credit,183,3,63,0,0,0
T2187,U1646,2026-03-05 02:52:37.195470,737,travel,Germany,D48,debit,430,11,91,1,0,0
T2188,U1560,2026-03-23 02:06:37.195491,876,groceries,UAE,D25,debit,933,3,64,1,0,0
T2189,U1724,2026-03-16 10:32:37.195503,352,electronics,USA,D31,debit,343,4,102,1,1,1
T2190,U1755,2026-03-07 11:51:37.195514,4148,jewelry,USA,D32,debit,1992,11,74,1,1,0
T2191,U1712,2026-04-02 23:29:37.195524,1585,food,India,D9,debit,1955,14,77,0,0,0
T2192,U1761,2026-03-09 17:25:37.195535,1869,subscriptions,Germany,D23,credit,948,1,117,1,0,0
T2193,U1473,2026-03-21 04:59:37.195544,1064,luxury,Germany,D8,debit,515,12,94,0,1,0
T2194,U1937,2026-03-31 16:23:37.195555,981,travel,Germany,D44,credit,1267,2,92,0,0,0
T2195,U1787,2026-03-15 23:10:37.195564,2168,groceries,Canada,D13,debit,1837,10,108,0,0,0
T2196,U1552,2026-03-14 21:07:37.195575,896,luxury,UAE,D14,debit,1036,13,68,0,1,0
T2197,U1738,2026-03-19 12:31:37.195585,658,electronics,UK,D15,credit,1134,6,115,0,1,0
T2198,U1577,2026-03-30 21:31:37.195595,1177,jewelry,UAE,D17,credit,1100,6,40,1,1,0
T2199,U1618,2026-04-03 17:16:37.195605,264,groceries,Canada,D9,debit,931,11,87,0,0,0
T2200,U1307,2026-03-28 13:35:37.195617,71,luxury,India,D48,debit,669,5,111,0,1,0
T2201,U1570,2026-03-18 04:43:37.195633,1267,subscriptions,USA,D34,credit,869,7,61,0,0,0
T2202,U1428,2026-03-03 07:25:37.195646,2762,groceries,Germany,D14,debit,1401,9,37,0,0,0
T2203,U1245,2026-03-05 09:57:37.195656,306,jewelry,USA,D50,credit,168,20,100,0,1,0
T2204,U1551,2026-04-04 13:20:37.195667,562,luxury,India,D16,debit,480,16,70,1,1,0
T2205,U1875,2026-03-27 18:07:37.195677,291,groceries,UAE,D11,debit,678,2,95,0,0,0
T2206,U1885,2026-03-08 06:35:37.195687,1174,electronics,India,D30,debit,1162,9,11,0,1,0
T2207,U1261,2026-03-11 03:46:37.195697,631,jewelry,UK,D10,debit,515,4,1,0,1,0
T2208,U1788,2026-03-30 02:36:37.195708,1189,luxury,UAE,D39,debit,811,3,64,1,1,1
T2209,U1266,2026-03-15 03:35:37.195731,715,subscriptions,UAE,D11,credit,1043,7,20,1,0,0
T2210,U1854,2026-03-23 02:02:37.195744,895,travel,UK,D39,debit,632,7,33,0,0,0
T2211,U1748,2026-03-08 22:42:37.195754,228,groceries,Canada,D7,debit,165,5,113,1,0,1
T2212,U1951,2026-03-05 12:41:37.195765,444,travel,UAE,D6,debit,1147,1,24,0,0,0
T2213,U1452,2026-04-03 04:11:37.195775,766,subscriptions,Germany,D11,debit,969,15,17,0,0,0
T2214,U1487,2026-03-17 23:09:37.195785,688,travel,Germany,D26,debit,737,1,120,0,0,0
T2215,U1716,2026-04-01 15:13:37.195794,996,subscriptions,India,D47,debit,1436,3,63,0,0,0
T2216,U1363,2026-03-10 21:09:37.195805,3000,subscriptions,USA,D34,credit,1939,15,66,1,0,0
T2217,U1141,2026-03-07 15:57:37.195815,342,subscriptions,USA,D33,debit,193,1,67,0,0,0
T2218,U1156,2026-03-28 12:38:37.195825,623,food,USA,D19,debit,1234,3,90,1,0,0
T2219,U1502,2026-04-01 23:29:37.195836,923,travel,Germany,D47,debit,880,13,97,1,0,0
T2220,U1165,2026-03-05 07:05:37.195846,3613,jewelry,Canada,D36,debit,1921,14,104,0,1,0
T2221,U1967,2026-03-03 22:17:37.195856,599,groceries,UK,D7,credit,564,4,53,1,0,0
T2222,U1964,2026-03-08 07:46:37.195867,78,jewelry,UAE,D22,credit,1032,16,49,1,1,1
T2223,U1730,2026-03-05 00:54:37.195877,2263,subscriptions,UK,D30,debit,1700,3,9,0,0,1
T2224,U1536,2026-03-10 15:49:37.195888,3353,luxury,Germany,D24,credit,1879,20,13,1,1,0
T2225,U1643,2026-03-16 11:57:37.195917,3190,groceries,India,D46,debit,986,9,59,0,0,1
T2226,U1498,2026-03-10 16:26:37.195941,136,jewelry,USA,D12,credit,564,4,46,0,1,0
T2227,U1962,2026-03-26 23:23:37.195964,2749,jewelry,India,D13,credit,1358,16,46,1,1,0
T2228,U1206,2026-03-05 22:37:37.195979,37,travel,India,D19,debit,338,5,2,1,0,1
T2229,U1534,2026-04-02 07:28:37.195989,465,electronics,USA,D9,debit,407,4,32,0,1,0
T2230,U1557,2026-03-02 08:34:37.195999,3178,food,Canada,D38,credit,1500,2,27,1,0,0
T2231,U1692,2026-03-28 16:02:37.196058,2586,subscriptions,Germany,D20,credit,1682,7,51,0,0,0
T2232,U1176,2026-03-06 13:18:37.196084,2462,jewelry,UK,D41,credit,1489,7,25,0,1,0
T2233,U1742,2026-03-27 21:58:37.196112,1037,subscriptions,UK,D30,credit,1845,7,5,1,0,0
T2234,U1050,2026-03-06 06:35:37.196123,481,food,Canada,D26,debit,642,16,44,0,0,0
T2235,U1911,2026-03-23 17:35:37.196144,2941,travel,India,D38,credit,1738,1,9,0,0,0
T2236,U1274,2026-03-24 05:47:37.196156,70,luxury,Germany,D48,debit,296,1,85,0,1,0
T2237,U1292,2026-03-23 04:13:37.196166,450,food,UK,D44,credit,647,3,100,0,0,0
T2238,U1165,2026-03-23 09:24:37.196177,1220,luxury,Germany,D19,debit,1272,19,32,0,1,0
T2239,U1928,2026-03-02 18:39:37.196186,1941,luxury,UK,D12,credit,1560,18,79,1,1,1
T2240,U1097,2026-04-04 10:00:37.196197,812,electronics,India,D9,credit,499,3,59,0,1,0
T2241,U1160,2026-03-23 07:39:37.196207,3837,travel,Canada,D36,debit,1098,5,91,0,0,1
T2242,U1699,2026-03-20 16:49:37.196217,2110,luxury,UK,D43,credit,1141,18,78,0,1,0
T2243,U1675,2026-03-18 03:27:37.196227,605,groceries,UK,D37,credit,419,18,46,1,0,1
T2244,U1705,2026-03-27 10:43:37.196237,4543,electronics,Germany,D24,credit,1947,16,17,1,1,0
T2245,U1699,2026-03-30 13:04:37.196247,478,travel,India,D39,credit,681,5,14,1,0,0
T2246,U1833,2026-03-15 19:02:37.196264,2062,electronics,USA,D1,credit,1380,17,2,1,1,1
T2247,U1554,2026-03-14 16:55:37.196275,3160,food,Germany,D27,credit,1465,4,9,1,0,0
T2248,U1198,2026-03-03 01:36:37.196286,632,subscriptions,UK,D4,debit,1555,4,35,1,0,0
T2249,U1594,2026-03-11 16:38:37.196296,623,subscriptions,Canada,D46,credit,771,16,73,0,0,0
T2250,U1303,2026-03-18 04:15:37.196308,2580,travel,USA,D6,debit,1760,9,63,1,0,0
T2251,U1784,2026-03-23 05:03:37.196318,1149,food,UK,D2,credit,838,7,30,1,0,0
T2252,U1221,2026-03-12 21:00:37.196336,1079,groceries,Canada,D31,debit,450,9,88,1,0,0
T2253,U1196,2026-03-22 00:17:37.196348,440,subscriptions,USA,D41,credit,387,16,84,0,0,0
T2254,U1102,2026-03-14 03:12:37.196359,2748,food,India,D6,credit,1978,15,10,0,0,0
T2255,U1242,2026-03-09 20:51:37.196369,1118,subscriptions,Germany,D3,debit,753,7,15,1,0,0
T2256,U1082,2026-03-16 22:28:37.196379,551,subscriptions,USA,D50,credit,337,8,73,1,0,1
T2257,U1425,2026-03-04 02:12:37.196390,1107,luxury,India,D18,credit,931,18,75,0,1,0
T2258,U1977,2026-03-09 03:41:37.196404,1395,travel,UAE,D43,credit,1170,3,4,0,0,0
T2259,U1738,2026-03-16 23:14:37.196415,562,luxury,USA,D7,debit,436,13,66,0,1,0
T2260,U1904,2026-03-27 17:15:37.196426,796,subscriptions,UAE,D30,credit,1243,15,68,0,0,0
T2261,U1028,2026-03-12 08:01:37.196436,1700,travel,Germany,D49,credit,1980,20,3,0,0,0
T2262,U1141,2026-03-22 05:22:37.196447,1826,groceries,Germany,D10,debit,1937,4,23,1,0,0
T2263,U1044,2026-04-03 13:40:37.196457,1520,luxury,Germany,D47,debit,1359,19,58,1,1,1
T2264,U1438,2026-03-11 15:22:37.196467,256,travel,Germany,D13,debit,409,9,35,0,0,0
T2265,U1457,2026-03-20 12:14:37.196477,623,groceries,UAE,D14,credit,1423,9,60,1,0,0
T2266,U1876,2026-03-26 03:29:37.196488,966,subscriptions,USA,D18,debit,746,10,18,0,0,0
T2267,U1417,2026-03-14 08:59:37.196497,458,luxury,Germany,D34,debit,956,15,2,0,1,0
T2268,U1141,2026-04-02 18:24:37.196508,1898,groceries,India,D8,credit,1077,10,76,1,0,0
T2269,U1343,2026-03-08 15:38:37.196524,2367,jewelry,Germany,D4,debit,1230,9,74,1,1,0
T2270,U1477,2026-04-03 04:50:37.196537,537,groceries,Germany,D37,debit,329,18,30,0,0,1
T2271,U1447,2026-03-23 17:26:37.196547,174,subscriptions,UAE,D8,debit,168,11,44,1,0,1
T2272,U1002,2026-03-21 20:48:37.196558,955,jewelry,India,D29,credit,688,14,12,0,1,0
T2273,U1156,2026-03-10 01:15:37.196575,2559,subscriptions,India,D34,debit,1643,19,104,0,0,0
T2274,U1534,2026-03-11 00:08:37.196588,424,groceries,USA,D32,debit,291,13,53,1,0,0
T2275,U1451,2026-03-23 18:44:37.196602,786,jewelry,Canada,D2,credit,494,6,32,0,1,0
T2276,U1353,2026-03-27 20:46:37.196613,1521,luxury,UK,D32,debit,1414,7,72,0,1,0
T2277,U1844,2026-03-31 22:20:37.196623,1662,jewelry,Germany,D3,credit,776,20,54,1,1,1
T2278,U1264,2026-03-31 08:09:37.196634,143,food,India,D9,credit,155,8,63,0,0,0
T2279,U1774,2026-03-03 21:06:37.196644,1975,luxury,India,D48,debit,1086,2,13,0,1,0
T2280,U1476,2026-03-13 10:07:37.196654,614,electronics,India,D38,credit,1323,8,65,1,1,1
T2281,U1946,2026-03-08 06:39:37.196664,1541,luxury,USA,D1,credit,748,12,101,0,1,0
T2282,U1789,2026-03-19 16:20:37.196682,571,travel,UAE,D9,credit,1852,6,58,0,0,0
T2283,U1691,2026-03-18 19:55:37.196693,19,subscriptions,UAE,D27,debit,215,1,89,0,0,0
T2284,U1414,2026-03-07 21:35:37.196704,81,travel,UAE,D48,debit,126,14,76,1,0,0
T2285,U1910,2026-03-18 13:24:37.196714,10,subscriptions,India,D5,credit,135,12,116,0,0,0
T2286,U1635,2026-03-23 18:34:37.196726,2456,groceries,USA,D23,credit,1727,3,97,1,0,0
T2287,U1901,2026-03-08 11:07:37.196735,446,electronics,India,D11,debit,372,2,3,0,1,0
T2288,U1435,2026-03-02 09:07:37.196746,451,groceries,Germany,D2,credit,375,2,41,1,0,1
T2289,U1809,2026-03-03 17:56:37.196756,2312,groceries,India,D49,credit,1717,17,67,0,0,0
T2290,U1946,2026-03-09 09:36:37.196766,2102,subscriptions,UK,D18,debit,1478,11,79,0,0,0
T2291,U1560,2026-03-02 22:03:37.196776,1410,food,Germany,D18,credit,1250,9,60,0,0,0
T2292,U1301,2026-03-15 23:15:37.196786,2426,electronics,India,D12,credit,1241,18,115,0,1,0
T2293,U1493,2026-03-29 22:21:37.196807,599,groceries,India,D5,credit,1049,15,57,0,0,0
T2294,U1983,2026-03-09 10:30:37.196829,2040,food,Canada,D49,credit,1346,19,21,1,0,0
T2295,U1276,2026-03-01 17:32:37.196865,17,groceries,USA,D6,debit,272,14,3,1,0,0
T2296,U1128,2026-03-22 07:06:37.196878,264,electronics,UK,D25,debit,1558,10,2,0,1,0
T2297,U1323,2026-03-18 14:51:37.196888,1233,jewelry,Canada,D44,debit,1402,14,100,0,1,0
T2298,U1095,2026-03-08 04:58:37.196898,561,travel,Germany,D25,credit,483,20,84,1,0,0
T2299,U1561,2026-03-27 08:08:37.196917,135,electronics,USA,D27,debit,212,9,33,0,1,0
T2300,U1882,2026-03-12 12:20:37.196929,944,electronics,UAE,D27,debit,380,14,91,1,1,0
T2301,U1489,2026-04-01 23:05:37.196939,818,groceries,UAE,D5,credit,860,16,30,1,0,0
T2302,U1682,2026-03-12 21:59:37.196950,504,electronics,USA,D15,debit,214,6,41,1,1,1
T2303,U1857,2026-03-28 08:24:37.196959,379,jewelry,Germany,D49,credit,1969,8,15,1,1,0
T2304,U1507,2026-03-23 12:36:37.196970,1980,subscriptions,Canada,D4,credit,1740,12,101,0,0,0
T2305,U1264,2026-03-20 20:30:37.196979,735,luxury,UAE,D9,debit,509,3,27,0,1,0
T2306,U1529,2026-03-04 22:02:37.196990,1608,food,Germany,D26,credit,1817,19,36,0,0,0
T2307,U1242,2026-03-27 10:14:37.196999,902,subscriptions,UK,D34,credit,844,5,23,0,0,0
T2308,U1649,2026-04-03 07:41:37.197010,2594,luxury,USA,D38,credit,950,5,84,0,1,0
T2309,U1036,2026-03-06 08:46:37.197019,1218,jewelry,Germany,D35,credit,1358,8,54,1,1,0
T2310,U1668,2026-03-07 03:54:37.197029,2167,travel,UAE,D15,credit,1949,5,112,0,0,0
T2311,U1183,2026-03-26 09:14:37.197039,1849,groceries,USA,D16,credit,968,12,17,0,0,0
T2312,U1090,2026-03-25 15:10:37.197049,2462,subscriptions,India,D50,credit,944,9,9,1,0,1
T2313,U1344,2026-03-08 00:44:37.197060,1694,food,India,D39,debit,1588,8,13,1,0,1
T2314,U1053,2026-03-30 03:02:37.197070,677,subscriptions,Canada,D17,credit,563,10,15,1,0,1
T2315,U1729,2026-03-29 05:57:37.197088,513,jewelry,Germany,D32,credit,577,5,27,0,1,0
T2316,U1982,2026-03-24 00:45:37.197109,1553,luxury,India,D10,debit,966,17,100,0,1,0
T2317,U1449,2026-03-26 22:24:37.197121,753,subscriptions,India,D43,credit,1181,9,40,0,0,0
T2318,U1183,2026-04-01 23:26:37.197141,2152,travel,Germany,D36,debit,1254,17,17,1,0,0
T2319,U1058,2026-03-14 20:29:37.197177,2437,jewelry,USA,D42,debit,1124,18,85,1,1,0
T2320,U1922,2026-03-27 04:50:37.197210,566,electronics,Canada,D33,debit,1831,12,48,1,1,0
T2321,U1164,2026-04-04 09:26:37.197224,496,food,Germany,D23,debit,1299,1,52,0,0,0
T2322,U1519,2026-03-04 09:41:37.197234,2650,electronics,Canada,D37,credit,1999,18,27,0,1,0
T2323,U1409,2026-03-11 07:37:37.197244,1000,subscriptions,UK,D37,credit,1823,9,35,1,0,0
T2324,U1296,2026-03-03 06:16:37.197254,491,travel,USA,D17,debit,681,1,52,1,0,0
T2325,U1132,2026-03-11 10:11:37.197264,1389,electronics,Germany,D27,credit,762,15,98,1,1,0
T2326,U1728,2026-03-03 08:56:37.197274,925,subscriptions,UAE,D11,debit,618,17,14,0,0,0
T2327,U1618,2026-03-11 03:21:37.197284,66,electronics,USA,D10,debit,488,13,61,0,1,0
T2328,U1815,2026-04-02 05:30:37.197293,527,food,India,D1,debit,381,2,77,0,0,0
T2329,U1393,2026-03-27 19:59:37.197303,66,luxury,Canada,D5,debit,351,14,73,1,1,0
T2330,U1222,2026-03-09 01:40:37.197313,156,luxury,India,D19,debit,1002,9,90,0,1,0
T2331,U1945,2026-03-24 08:34:37.197322,298,electronics,India,D38,credit,251,10,94,1,1,0
T2332,U1245,2026-03-12 18:17:37.197332,663,luxury,Canada,D10,debit,393,14,3,0,1,0
T2333,U1490,2026-03-10 18:18:37.197342,67,food,Canada,D36,debit,1392,3,102,0,0,0
T2334,U1100,2026-03-30 16:44:37.197352,409,travel,Germany,D37,credit,1574,10,21,0,0,0
T2335,U1428,2026-03-09 13:58:37.197361,1308,food,USA,D19,debit,1366,5,48,0,0,0
T2336,U1441,2026-03-02 02:08:37.197371,932,food,UK,D27,credit,645,11,65,0,0,0
T2337,U1249,2026-03-31 07:19:37.197390,158,jewelry,Germany,D18,debit,371,5,69,0,1,0
T2338,U1313,2026-03-30 05:54:37.197404,589,electronics,UAE,D21,debit,500,17,31,1,1,1
T2339,U1588,2026-03-21 02:25:37.197414,1824,groceries,Canada,D27,debit,1611,6,81,0,0,0
T2340,U1790,2026-03-29 22:59:37.197424,1807,luxury,USA,D31,debit,953,2,37,1,1,0
T2341,U1893,2026-03-28 09:25:37.197434,116,luxury,USA,D8,debit,1457,13,118,1,1,0
T2342,U1759,2026-03-18 12:39:37.197445,172,jewelry,Germany,D20,debit,1480,8,103,0,1,0
T2343,U1083,2026-03-13 04:29:37.197455,3505,travel,India,D11,debit,1561,20,104,1,0,1
T2344,U1846,2026-03-19 14:33:37.197476,86,groceries,UAE,D28,credit,208,13,17,1,0,0
T2345,U1186,2026-03-18 23:41:37.197497,1155,food,Germany,D40,credit,956,11,61,0,0,0
T2346,U1523,2026-03-17 12:04:37.197535,742,groceries,Canada,D18,credit,575,5,103,0,0,0
T2347,U1410,2026-03-07 00:13:37.197555,1971,luxury,Canada,D50,debit,1415,20,11,0,1,0
T2348,U1521,2026-03-04 11:38:37.197576,32,jewelry,UAE,D44,debit,1486,3,77,0,1,0
T2349,U1843,2026-03-05 08:52:37.197597,1388,luxury,Canada,D38,debit,1943,14,4,1,1,1
T2350,U1498,2026-03-04 03:05:37.197627,875,travel,USA,D12,credit,1825,6,31,0,0,0
T2351,U1005,2026-03-18 06:59:37.197646,2511,luxury,UK,D35,debit,1769,20,101,1,1,0
T2352,U1372,2026-03-01 16:58:37.197672,2712,food,India,D19,debit,1936,1,86,0,0,0
T2353,U1018,2026-03-23 06:03:37.197683,427,travel,USA,D34,debit,753,19,78,0,0,1
T2354,U1846,2026-03-29 23:32:37.197694,826,electronics,USA,D4,credit,592,7,81,1,1,0
T2355,U1301,2026-03-14 20:49:37.197718,574,groceries,UK,D31,debit,1632,1,24,0,0,0
T2356,U1292,2026-03-17 16:20:37.197730,375,food,India,D43,debit,1638,10,27,0,0,0
T2357,U1611,2026-03-18 03:04:37.197744,4272,luxury,Canada,D21,debit,1820,4,38,0,1,0
T2358,U1539,2026-03-30 02:50:37.197755,1432,jewelry,UK,D2,credit,958,13,23,0,1,0
T2359,U1252,2026-03-11 16:30:37.197780,508,food,Canada,D43,debit,591,16,99,0,0,0
T2360,U1521,2026-03-06 05:48:37.197792,357,electronics,USA,D25,credit,893,17,71,0,1,0
T2361,U1168,2026-03-30 01:30:37.197802,261,groceries,Germany,D37,credit,1699,9,10,1,0,0
T2362,U1832,2026-03-25 05:07:37.197813,2827,subscriptions,UAE,D30,debit,1343,13,8,0,0,0
T2363,U1039,2026-03-16 21:26:37.197830,563,food,USA,D45,debit,1340,20,78,1,0,0
T2364,U1983,2026-03-24 08:42:37.197848,41,jewelry,UAE,D34,credit,144,9,109,1,1,0
T2365,U1231,2026-03-17 13:45:37.197857,21,luxury,USA,D39,debit,402,9,109,0,1,0
T2366,U1392,2026-03-19 03:36:37.197868,2263,luxury,Canada,D50,credit,1999,15,78,1,1,0
T2367,U1760,2026-04-02 03:02:37.197878,3732,jewelry,UK,D13,credit,1324,15,86,1,1,0
T2368,U1665,2026-03-17 12:12:37.197888,93,jewelry,USA,D10,debit,882,11,55,0,1,0
T2369,U1717,2026-03-15 20:26:37.197897,278,food,UAE,D13,credit,1970,4,5,1,0,0
T2370,U1807,2026-03-24 07:08:37.197907,596,electronics,USA,D9,credit,1405,7,28,0,1,0
T2371,U1680,2026-03-07 02:19:37.197917,55,jewelry,UK,D19,debit,361,20,13,1,1,0
T2372,U1676,2026-03-07 21:19:37.197927,891,groceries,USA,D33,credit,1726,18,23,1,0,0
T2373,U1463,2026-04-01 13:39:37.197939,415,jewelry,USA,D38,debit,595,8,38,1,1,0
T2374,U1989,2026-03-23 04:55:37.197951,1869,travel,USA,D29,debit,1245,20,53,0,0,0
T2375,U1068,2026-03-27 01:16:37.197962,224,food,UAE,D25,credit,324,8,22,1,0,0
T2376,U1015,2026-03-19 12:32:37.197972,51,luxury,USA,D39,debit,686,1,100,1,1,1
T2377,U1886,2026-04-03 19:20:37.197982,2914,jewelry,Germany,D38,credit,1831,17,22,1,1,0
T2378,U1473,2026-03-06 22:31:37.197993,97,electronics,USA,D34,credit,418,9,79,0,1,0
T2379,U1662,2026-04-01 06:14:37.198002,1021,food,UK,D31,credit,324,5,95,1,0,1
T2380,U1321,2026-03-30 18:02:37.198020,367,groceries,India,D11,credit,734,5,29,0,0,0
T2381,U1570,2026-03-28 16:04:37.198039,1556,electronics,Germany,D42,credit,1003,12,27,1,1,0
T2382,U1781,2026-03-30 14:28:37.198050,1610,jewelry,Canada,D38,debit,1232,2,6,1,1,1
T2383,U1258,2026-04-03 02:44:37.198071,2008,travel,USA,D15,credit,1165,3,44,1,0,0
T2384,U1233,2026-03-02 04:10:37.198081,1312,jewelry,Germany,D14,credit,1180,19,55,0,1,0
T2385,U1728,2026-03-20 00:58:37.198090,136,luxury,Canada,D1,debit,356,1,72,0,1,0
T2386,U1529,2026-03-24 21:32:37.198102,4479,groceries,UK,D8,credit,1583,15,56,0,0,1
T2387,U1978,2026-03-18 17:36:37.198111,1624,subscriptions,UK,D12,credit,1866,10,24,1,0,0
T2388,U1914,2026-03-02 08:39:37.198122,3574,jewelry,UAE,D44,debit,1490,13,113,1,1,0
T2389,U1255,2026-04-01 02:04:37.198132,867,luxury,USA,D7,credit,1000,10,14,1,1,0
T2390,U1822,2026-03-04 15:03:37.198142,767,groceries,USA,D10,credit,774,5,46,1,0,0
T2391,U1363,2026-03-14 00:21:37.198151,296,subscriptions,UAE,D49,credit,133,11,61,0,0,0
T2392,U1216,2026-03-29 09:43:37.198169,1193,subscriptions,USA,D48,credit,1408,13,60,0,0,0
T2393,U1853,2026-03-20 11:49:37.198179,2351,luxury,Canada,D17,credit,1389,11,42,1,1,0
T2394,U1624,2026-03-08 22:26:37.198190,1240,groceries,India,D27,credit,1003,13,18,1,0,0
T2395,U1948,2026-04-02 01:52:37.198200,822,food,Germany,D43,credit,1979,5,83,1,0,0
T2396,U1711,2026-03-08 05:36:37.198210,136,luxury,Canada,D14,debit,107,13,45,1,1,0
T2397,U1038,2026-03-18 04:53:37.198220,385,jewelry,Canada,D12,debit,644,9,64,1,1,1
T2398,U1575,2026-04-02 20:48:37.198230,692,groceries,Canada,D5,credit,1450,3,17,1,0,0
T2399,U1770,2026-04-03 21:16:37.198255,1803,subscriptions,UK,D47,debit,1165,8,26,1,0,1
T2400,U1973,2026-03-31 07:26:37.198286,102,groceries,India,D40,debit,332,2,89,0,0,0
T2401,U1712,2026-03-07 08:39:37.198318,250,luxury,Germany,D19,debit,1025,3,96,1,1,1
T2402,U1302,2026-03-02 19:20:37.198332,1394,electronics,UK,D30,debit,1508,11,25,1,1,0
T2403,U1974,2026-03-30 01:11:37.198342,1217,luxury,India,D41,credit,1134,14,25,1,1,0
T2404,U1003,2026-03-11 04:49:37.198353,384,food,UK,D29,credit,184,9,5,1,0,0
T2405,U1139,2026-03-22 11:53:37.198363,876,electronics,USA,D34,credit,817,18,27,1,1,0
T2406,U1205,2026-03-21 17:03:37.198374,2156,travel,India,D49,credit,1704,17,22,0,0,0
T2407,U1019,2026-03-15 14:33:37.198384,1489,subscriptions,Canada,D17,debit,775,7,53,0,0,0
T2408,U1731,2026-03-16 04:31:37.198394,1877,groceries,India,D50,credit,1153,4,106,1,0,1
T2409,U1146,2026-03-14 17:38:37.198404,71,travel,USA,D48,credit,926,19,64,1,0,0
T2410,U1935,2026-03-05 23:45:37.198414,334,travel,Germany,D28,debit,1700,19,99,1,0,1
T2411,U1473,2026-03-12 17:27:37.198424,590,travel,USA,D9,credit,669,14,43,0,0,0
T2412,U1989,2026-03-06 12:59:37.198434,817,food,India,D24,credit,371,20,4,1,0,0
T2413,U1815,2026-03-02 06:56:37.198444,1721,food,USA,D24,debit,1735,18,8,1,0,0
T2414,U1186,2026-03-17 01:46:37.198454,419,food,Germany,D2,debit,1797,18,1,0,0,0
T2415,U1266,2026-04-03 16:03:37.198464,3614,luxury,USA,D23,debit,1967,10,86,0,1,0
T2416,U1117,2026-03-03 08:02:37.198473,234,groceries,USA,D45,credit,626,20,106,0,0,0
T2417,U1478,2026-04-01 11:13:37.198483,364,food,USA,D23,debit,1957,15,40,0,0,0
T2418,U1517,2026-03-19 04:35:37.198500,409,travel,UK,D31,credit,283,1,83,0,0,0
T2419,U1934,2026-03-08 11:20:37.198512,1769,groceries,India,D25,credit,1387,5,120,0,0,0
T2420,U1448,2026-03-18 00:59:37.198546,1952,electronics,UAE,D41,credit,1697,2,49,0,1,0
T2421,U1336,2026-03-05 20:59:37.198557,77,electronics,USA,D10,credit,125,14,32,1,1,0
T2422,U1725,2026-04-03 19:03:37.198567,2263,food,Germany,D15,debit,1769,4,62,0,0,0
T2423,U1031,2026-03-28 09:34:37.198592,982,groceries,USA,D20,credit,1752,14,6,1,0,0
T2424,U1530,2026-03-13 20:58:37.198604,104,subscriptions,UAE,D3,debit,1415,15,72,1,0,0
T2425,U1052,2026-03-20 18:04:37.198615,609,subscriptions,UAE,D25,credit,281,11,84,0,0,0
T2426,U1956,2026-03-19 10:36:37.198625,1121,travel,Canada,D38,credit,595,9,119,0,0,0
T2427,U1495,2026-03-20 13:27:37.198643,1898,food,India,D5,debit,1799,18,41,1,0,0
T2428,U1541,2026-03-11 06:17:37.198654,580,subscriptions,India,D15,debit,752,16,13,1,0,0
T2429,U1879,2026-03-07 17:27:37.198671,1278,groceries,India,D19,credit,941,16,17,1,0,0
T2430,U1976,2026-03-31 01:44:37.198682,538,groceries,USA,D3,debit,417,9,27,0,0,1
T2431,U1927,2026-03-12 01:02:37.198693,872,travel,India,D36,debit,732,2,47,0,0,0
T2432,U1797,2026-03-08 19:23:37.198703,10,travel,UAE,D42,credit,1932,15,86,1,0,0
T2433,U1852,2026-03-17 10:51:37.198713,1383,electronics,Canada,D38,debit,1185,5,114,0,1,0
T2434,U1026,2026-04-01 18:04:37.198723,32,food,UK,D20,credit,1510,5,13,0,0,0
T2435,U1587,2026-03-04 00:31:37.198734,1090,electronics,India,D4,credit,964,9,37,0,1,0
T2436,U1390,2026-03-26 14:17:37.198744,548,groceries,Canada,D13,debit,468,5,21,0,0,0
T2437,U1966,2026-03-18 22:51:37.198754,1753,food,UAE,D35,debit,1771,15,120,1,0,1
T2438,U1479,2026-03-21 10:35:37.198764,1848,luxury,India,D13,debit,999,1,89,1,1,1
